,KEGG,Pubchem SID,Pubchem CID
3251,C10457,12640,442788
3252,C10461,12644,442792
3253,C10462,12645,442793
3254,C10464,12647,68184
3255,C10465,12648,5281777
3256,C10467,12650,5281779
3257,C10468,12651,5281780
3258,C10471,12654,5281781
3259,C10472,12655,637796
3260,C10480,12663,4276
3261,C10482,12665,94378
3262,C10486,12669,5281789
3263,C10490,12673,5144
3264,C10491,12674,54699185
3265,C10494,12677,5281794
3266,C10495,12678,442805
3267,C10498,12681,5281797
3268,C10501,12684,5281800
3269,C10502,12685,91510
3270,C10503,12686,336327
3271,C10504,12687,442808
3272,C10505,12688,442809
3273,C10506,12689,442810
3274,C10507,12690,442811
3275,C10508,12691,442812
3276,C10509,12692,442813
3277,C10510,12693,5281801
3278,C10511,12694,95168
3279,C10512,12695,442814
3280,C10513,12696,169419
3281,C10514,12697,91572
3282,C10515,12698,162412
3283,C10516,12699,101689
3284,C10518,12701,5281802
3285,C10519,12702,4871
3286,C10520,12703,5281803
3287,C10521,12704,5281804
3288,C10522,12705,5281805
3289,C10523,12706,5281806
3290,C10524,12707,5281807
3291,C10525,12708,442819
3292,C10526,12709,170570
3293,C10527,12710,442820
3294,C10529,12712,5281809
3295,C10530,12713,442822
3296,C10531,12714,442823
3297,C10532,12715,442824
3298,C10533,12716,5281810
3299,C10534,12717,5281811
3300,C10535,12718,114909
3301,C10536,12719,5281812
3302,C10537,12720,442826
3303,C10538,12721,442827
3304,C10539,12722,442828
3305,C10540,12723,177149
3306,C10541,12724,5281813
3307,C10542,12725,5281814
3308,C10544,12727,442831
3309,C10545,12728,64981
3310,C10546,12729,325700
3311,C10547,12730,11101102
3312,C10548,12731,442833
3313,C10550,12733,165225
3314,C10551,12734,320372
3315,C10552,12735,160705
3316,C10553,12736,122667
3317,C10554,12737,442834
3318,C10555,12738,158103
3319,C10556,12739,345501
3320,C10557,12740,442835
3321,C10558,12741,193042
3322,C10559,12742,100492
3323,C10560,12743,442836
3324,C10561,12744,73117
3325,C10562,12745,442837
3326,C10563,12746,442838
3327,C10570,12753,5281816
3328,C10573,12756,5392245
3329,C10574,12757,5281817
3330,C10575,12758,23135
3331,C10579,12762,5281819
3332,C10580,12763,65305
3333,C10581,12764,442849
3334,C10591,12774,442854
3335,C10592,12775,442855
3336,C10594,12777,5281824
3337,C10595,12778,6223
3338,C10596,12779,442858
3339,C10597,12780,276389
3340,C10600,12783,1233
3341,C10601,12784,442861
3342,C10602,12785,5281826
3343,C10606,12789,5281828
3344,C10609,12792,442868
3345,C10610,12793,442869
3346,C10616,12799,442873
3347,C10619,12802,5281829
3348,C10621,12804,174277
3349,C10622,12805,442876
3350,C10627,12810,442879
3351,C10628,12811,5281830
3352,C10629,12812,266046
3353,C10630,12813,72303
3354,C10631,12814,95708
3355,C10632,12815,345512
3356,C10633,12816,159982
3357,C10634,12817,87840
3358,C10635,12818,442881
3359,C10636,12819,442882
3360,C10637,12820,442883
3361,C10638,12821,122159
3362,C10639,12822,442884
3363,C10640,12823,442885
3364,C10641,12824,6124753
3365,C10642,12825,63123
3366,C10643,12826,5281832
3367,C10644,12827,5281833
3368,C10645,12828,442887
3369,C10646,12829,332427
3370,C10647,12830,442888
3371,C10648,12831,148302
3372,C10649,12832,5338262
3373,C10650,12833,5281836
3374,C10651,12834,72300
3375,C10652,12835,54680116
3376,C10653,12836,5281838
3377,C10654,12837,124075
3378,C10655,12838,442893
3379,C10656,12839,442894
3380,C10657,12840,442895
3381,C10658,12841,442896
3382,C10660,12843,68085
3383,C10661,12844,360322
3384,C10662,12845,442897
3385,C10663,12846,6748
3386,C10665,12848,442898
3387,C10666,12849,5281839
3388,C10668,12851,442899
3389,C10670,12853,73416
3390,C10672,12855,120290
3391,C10673,12856,122841
3392,C10676,12859,107936
3393,C10677,12860,63224
3394,C10678,12861,68221
3395,C10679,12862,68230
3396,C10681,12864,5281842
3397,C10682,12865,119205
3398,C10683,12866,442903
3399,C10685,12868,5462453
3400,C10686,12869,442906
3401,C10687,12870,442907
3402,C10688,12871,135426527
3403,C10689,12872,353825
3404,C10690,12873,442908
3405,C10691,12874,442909
3406,C10692,12875,442910
3407,C10694,12877,5281846
3408,C10695,12878,442911
3409,C10696,12879,442912
3410,C10697,12880,442913
3411,C10699,12882,442915
3412,C10701,12884,10227
3413,C10703,12886,131525
3414,C10704,12887,160529
3415,C10705,12888,442917
3416,C10706,12889,68051
3417,C10707,12890,442918
3418,C10710,12893,442920
3419,C10711,12894,442921
3420,C10713,12896,442922
3421,C10714,12897,68232
3422,C10716,12899,68222
3423,C10718,12901,442925
3424,C10719,12902,4534
3425,C10721,12904,5281847
3426,C10722,12905,101253
3427,C10724,12907,68433
3428,C10725,12908,394846
3429,C10727,12910,442927
3430,C10728,12911,442928
3431,C10729,12912,92129
3432,C10730,12913,159962
3433,C10731,12914,72819
3434,C10732,12915,148759
3435,C10733,12916,442929
3436,C10734,12917,442930
3437,C10735,12918,442931
3438,C10736,12919,164950
3439,C10737,12920,442932
3440,C10738,12921,5281849
3441,C10739,12922,5281850
3442,C10740,12923,6760
3443,C10741,12924,442933
3444,C10742,12925,73549
3445,C10743,12926,442934
3446,C10744,12927,442935
3447,C10745,12928,133280
3448,C10746,12929,358901
3449,C10747,12930,442936
3450,C10749,12932,114850
3451,C10750,12933,442938
3452,C10751,12934,442939
3453,C10752,12935,442940
3454,C10753,12936,442941
3455,C10754,12937,442942
3456,C10755,12938,442943
3457,C10757,12940,442945
3458,C10758,12941,442946
3459,C10760,12943,442947
3460,C10762,12945,442948
3461,C10763,12946,442949
3462,C10764,12947,442950
3463,C10767,12950,442952
3464,C10769,12952,87752
3465,C10772,12955,442956
3466,C10773,12956,91461
3467,C10774,12957,91466
3468,C10776,12959,442958
3469,C10780,12963,442962
3470,C10781,12964,442963
3471,C10782,12965,169014
3472,C10783,12966,644020
3473,C10784,12967,160570
3474,C10788,12971,5281855
3475,C10789,12972,442967
3476,C10790,12973,442968
3477,C10795,12978,442970
3478,C10796,12979,442971
3479,C10797,12980,260437
3480,C10798,12981,442972
3481,C10799,12982,265756
3482,C10801,12984,442973
3483,C10803,12986,442975
3484,C10806,12989,101702
3485,C10807,12990,442976
3486,C10808,12991,167691
3487,C10810,12993,442978
3488,C10811,12994,10098
3489,C10813,12996,442979
3490,C10814,12997,442980
3491,C10815,12998,8931
3492,C10816,12999,442981
3493,C10817,13000,442982
3494,C10818,13001,442983
3495,C10819,13002,73611
3496,C10820,13003,442984
3497,C10821,13004,73419
3498,C10822,13005,442985
3499,C10823,13006,92735
3500,C10824,13007,119247
3501,C10825,13008,177562
3502,C10826,13009,65576
3503,C10827,13010,28523
3504,C10828,13011,442986
3505,C10829,13012,6070
3506,C10830,13013,131900
3507,C10831,13014,442987
3508,C10836,13019,5281860
3509,C10839,13022,5281862
3510,C10841,13024,431734
3511,C10842,13025,442993
3512,C10843,13026,64695
3513,C10844,13027,442994
3514,C10845,13028,442995
3515,C10846,13029,442996
3516,C10847,13030,442997
3517,C10848,13031,10834
3518,C10849,13032,442998
3519,C10850,13033,442999
3520,C10852,13035,5281863
3521,C10853,13036,261618
3522,C10854,13037,420422
3523,C10856,13039,279064
3524,C10857,13040,333105
3525,C10858,13041,443003
3526,C10859,13042,443004
3527,C10860,13043,443005
3528,C10861,13044,5281864
3529,C10862,13045,64696
3530,C10863,13046,443007
3531,C10864,13047,443008
3532,C10865,13048,11096
3533,C10866,13049,443009
3534,C10867,13050,443010
3535,C10868,13051,5281865
3536,C10869,13052,443012
3537,C10870,13053,128959
3538,C10871,13054,443013
3539,C10873,13056,104836
3540,C10874,13057,10607
3541,C10875,13058,443014
3542,C10876,13059,443015
3543,C10877,13060,443016
3544,C10878,13061,5281866
3545,C10879,13062,443018
3546,C10880,13063,5281867
3547,C10881,13064,151529
3548,C10882,13065,72307
3549,C10883,13066,443019
3550,C10884,13067,342737
3551,C10885,13068,443020
3552,C10886,13069,443021
3553,C10887,13070,443022
3554,C10888,13071,5281868
3555,C10889,13072,443023
3556,C10890,13073,443024
3557,C10891,13074,452855
3558,C10892,13075,443026
3559,C10893,13076,443027
3560,C10894,13077,443028
3561,C10896,13079,28780
3562,C10897,13080,25429
3563,C10903,13086,91745
3564,C10904,13087,443030
3565,C10907,13090,86453
3566,C10908,13091,93542
3567,C10909,13092,29216
3568,C10911,13094,9411
3569,C10912,13095,50367
3570,C10913,13096,135438605
3571,C10914,13097,86367
3572,C10915,13098,443031
3573,C10919,13102,86296
3574,C10920,13103,11164
3575,C10921,13104,8846
3576,C10923,13106,11831
3577,C10925,13108,1988
3578,C10926,13109,39965
3579,C10928,13111,2078
3580,C10929,13112,51369
3581,C10930,13113,38854
3582,C10931,13114,31677
3583,C10932,13115,153847
3584,C10935,13118,4284
3585,C10937,13120,54960
3586,C10941,13124,42504
3587,C10942,13125,92401
3588,C10943,13126,56160
3589,C10945,13128,5281871
3590,C10946,13129,52999
3591,C10948,13131,49384
3592,C10949,13132,73281
3593,C10952,13135,91779
3594,C10953,13136,4169
3595,C10956,13139,21330
3596,C10957,13140,73674
3597,C10959,13142,443036
3598,C10960,13143,33565
3599,C10961,13144,73282
3600,C10963,13146,22188
3601,C10964,13147,62306
3602,C10979,13162,51574
3603,C10980,13163,5281872
3604,C10981,13164,39676
3605,C10982,13165,104926
3606,C10983,13166,5281873
3607,C10984,13167,2912
3608,C10985,13168,40585
3609,C10986,13169,36242
3610,C10988,13171,3347
3611,C10989,13172,50516
3612,C10991,13174,5053
3613,C10992,13175,5281874
3614,C10994,13177,5281875
3615,C10995,13178,36324
3616,C10996,13179,15331
3617,C10998,13181,7102
3618,C10999,13182,7543
3619,C11000,13183,7430
3620,C11002,13185,32872
3621,C11003,13186,7250
3622,C11004,13187,6896
3623,C11005,13188,36679
3624,C11006,13189,8461
3625,C11007,13190,9502
3626,C11008,13191,11813
3627,C11009,13192,25912
3628,C11011,13194,29863
3629,C11012,13195,91692
3630,C11015,13198,9570071
3631,C11017,13200,6112114
3632,C11018,13201,2268
3633,C11019,13202,38479
3634,C11020,13203,8427
3635,C11022,13205,37419
3636,C11024,13207,47938
3637,C11025,13208,2871
3638,C11028,13211,4793
3639,C11030,13213,26124
3640,C11032,13215,41428
3641,C11037,13220,15910
3642,C11040,13223,3031
3643,C11041,13224,2734819
3644,C11042,13225,8370
3645,C11043,13226,4115
3646,C11047,13229,5281876
3647,C11049,13231,443055
3648,C11050,13232,443056
3649,C11051,13233,443057
3650,C11057,13239,36187
3651,C11060,13242,643732
3652,C11063,13245,15788
3653,C11064,13246,27295
3654,C11065,13247,15787
3655,C11066,13248,39230
3656,C11071,13253,16247
3657,C11073,13255,54886
3658,C11075,13257,443067
3659,C11077,13259,91742
3660,C11078,13260,51605
3661,C11079,13261,31645
3662,C11080,13262,27159
3663,C11081,13263,12968
3664,C11084,13266,44178
3665,C11086,13268,16653
3666,C11088,13270,7839
3667,C11089,13271,24227
3668,C11090,13272,3224
3669,C11091,13273,6901
3670,C11092,13274,91634
3671,C11093,13275,5364545
3672,C11094,13276,86222
3673,C11095,13277,54778
3674,C11098,13280,9576412
3675,C11099,13281,3352
3676,C11100,13282,91677
3677,C11103,13285,24781
3678,C11104,13286,443070
3679,C11110,13292,86287518
3680,C11111,13293,39681
3681,C11121,13303,43234
3682,C11123,13305,42619
3683,C11124,13306,86160
3684,C11126,13308,86354
3685,C11127,13309,41368
3686,C11131,13313,443076
3687,C11132,13314,443077
3688,C11133,13315,115255
3689,C11134,13316,108192
3690,C11135,13317,114833
3691,C11136,13318,443078
3692,C11141,13323,177154
3693,C11149,13331,6597
3694,C11150,13332,6421
3695,C11151,13333,16682730
3696,C11153,13335,23724511
3697,C11156,13338,39385
3698,C11160,13342,5455
3699,C11172,13354,5216
3700,C11173,13355,104842
3701,C11177,13358,13807
3702,C11180,13361,91650
3703,C11182,13363,73665
3704,C11185,13366,91683
3705,C11188,13369,11145
3706,C11194,13375,107851
3707,C11195,13376,4212
3708,C11196,13377,5353758
3709,C11198,13379,16129627
3710,C11200,13381,16559
3711,C11208,13389,37517
3712,C11222,13401,5288382
3713,C11223,13402,23925
3714,C11224,13403,7560
3715,C11226,13405,43226
3716,C11228,13407,259331
3717,C11233,13412,8554
3718,C11235,13414,53309
3719,C11237,13416,5281887
3720,C11246,13424,195891
3721,C11250,13427,2832
3722,C11251,13428,246520
3723,C11252,13429,17581
3724,C11254,13431,14749
3725,C11255,13432,21307
3726,C11258,13435,91656
3727,C11261,13438,1639
3728,C11262,13439,9444
3729,C11263,13440,62389
3730,C11264,13441,5281894
3731,C11265,13442,96410
3732,C11271,13448,8058
3733,C11278,13455,5460816
3734,C11288,13463,443103
3735,C11289,13464,5281895
3736,C11293,13468,91673
3737,C11301,13476,72222
3738,C11325,13500,5281903
3739,C11338,13513,443131
3740,C11342,13517,4628
3741,C11344,13519,15413
3742,C11346,13521,5281904
3743,C11350,13525,5281905
3744,C11356,13531,5281909
3745,C11357,13532,205586
3746,C11358,13533,443143
3747,C11359,13534,443144
3748,C11360,13535,93047
3749,C11361,13536,5281910
3750,C11371,13545,19592
3751,C11378,13552,5281915
3752,C11379,13553,443155
3753,C11380,13554,2214
3754,C11382,13556,443156
3755,C11383,13557,16724
3756,C11384,13558,443157
3757,C11386,13560,7793
3758,C11387,13561,14525
3759,C11388,13562,443158
3760,C11389,13563,67179
3761,C11390,13564,443159
3762,C11391,13565,443160
3763,C11392,13566,443161
3764,C11393,13567,443162
3765,C11394,13568,442463
3766,C11395,13569,330573
3767,C11396,13570,443163
3768,C11397,13571,443164
3769,C11398,13572,22227
3770,C11399,13573,443165
3771,C11400,13574,443166
3772,C11401,13575,443167
3773,C11408,13582,443177
3774,C11409,13583,443178
3775,C11410,13584,443179
3776,C11411,13585,443180
3777,C11412,13586,443181
3778,C11413,13587,89755
3779,C11414,13588,443182
3780,C11415,13589,443183
3781,C11416,13590,443184
3782,C11422,13596,995
3783,C11455,13626,443212
3784,C11473,13643,35970
3785,C11505,13675,8252
3786,C11508,13678,443237
3787,C11509,13679,443238
3788,C11512,13682,5281929
3789,C11513,13683,5460418
3790,C11523,13691,9548595
3791,C11554,13721,
3792,C11556,13723,
3793,C11557,13724,
3794,C11576,13741,5281945
3795,C11577,13742,5281946
3796,C11580,13745,5281949
3797,C11581,13746,5281950
3798,C11584,13749,91553
3799,C11590,13755,105014
3800,C11591,13756,5281951
3801,C11612,13777,
3802,C11620,13785,5281953
3803,C11621,13786,5281954
3804,C11626,13791,241903
3805,C11632,13797,5459873
3806,C11633,13798,11335328
3807,C11634,13799,11266327
3808,C11635,13800,5460176
3809,C11636,13801,443322
3810,C11637,13802,443323
3811,C11640,13805,162135
3812,C11641,13806,443324
3813,C11642,13807,443325
3814,C11643,13808,443326
3815,C11644,13809,443327
3816,C11645,13810,443328
3817,C11646,13811,443329
3818,C11647,13812,443330
3819,C11648,13813,443331
3820,C11649,13814,443332
3821,C11650,13815,443333
3822,C11651,13816,443334
3823,C11652,13817,155942
3824,C11653,13818,443335
3825,C11654,13819,182279
3826,C11656,13821,443337
3827,C11657,13822,443338
3828,C11658,13823,443339
3829,C11659,13824,443340
3830,C11661,13826,443342
3831,C11662,13827,443343
3832,C11663,13828,443344
3833,C11664,13829,443345
3834,C11666,13831,443347
3835,C11667,13832,443348
3836,C11668,13833,443349
3837,C11669,13834,443350
3838,C11670,13835,443351
3839,C11671,13836,443352
3840,C11672,13837,443353
3841,C11673,13838,443354
3842,C11675,13840,443356
3843,C11676,13841,443357
3844,C11677,13842,443358
3845,C11678,13843,11953960
3846,C11679,13844,11953961
3847,C11680,13845,443361
3848,C11681,13846,443362
3849,C11682,13847,72340
3850,C11683,13848,179460
3851,C11684,13849,443363
3852,C11686,13851,6194
3853,C11687,13852,9033
3854,C11689,13854,5281967
3855,C11690,13855,443366
3856,C11691,13856,443367
3857,C11692,13857,5281968
3858,C11695,13860,5281969
3859,C11700,13865,154272
3860,C11733,13898,2968
3861,C11738,13903,1355
3862,C11764,13928,7871
3863,C11766,13930,77991
3864,C11783,13947,443401
3865,C11784,13948,443402
3866,C11793,13957,443407
3867,C11795,13959,443409
3868,C11796,13960,3036289
3869,C11807,13971,5281974
3870,C11808,13972,11953964
3871,C11809,13973,443415
3872,C11810,13974,443416
3873,C11812,13976,443417
3874,C11813,13977,443418
3875,C11814,13978,443419
3876,C11816,13980,443421
3877,C11817,13981,165003
3878,C11818,13982,443422
3879,C11819,13983,443423
3880,C11826,13990,46173786
3881,C11827,13991,46173787
3882,C11837,13999,10130163
3883,C11839,14001,119133
3884,C11840,14002,127864
3885,C11841,14003,127293
3886,C11842,14004,443435
3887,C11844,14006,443437
3888,C11845,14007,5281979
3889,C11853,14015,443446
3890,C11854,14016,443447
3891,C11855,14017,443448
3892,C11856,14018,443449
3893,C11857,14019,443450
3894,C11858,14020,443451
3895,C11859,14021,443452
3896,C11860,14022,443453
3897,C11861,14023,443454
3898,C11862,14024,443455
3899,C11863,14025,443456
3900,C11864,14026,443457
3901,C11865,14027,443458
3902,C11866,14028,443459
3903,C11867,14029,443460
3904,C11868,14030,443461
3905,C11869,14031,443462
3906,C11870,14032,443463
3907,C11871,14033,443464
3908,C11872,14034,443465
3909,C11873,14035,443466
3910,C11874,14036,73062
3911,C11875,14037,443467
3912,C11876,14038,443468
3913,C11877,14039,12314278
3914,C11878,14040,443470
3915,C11879,14041,443471
3916,C11880,14042,443472
3917,C11882,14044,443474
3918,C11884,14046,443476
3919,C11885,14047,443477
3920,C11887,14049,443479
3921,C11888,14050,221062
3922,C11889,14051,221118
3923,C11890,14052,443480
3924,C11891,14053,443481
3925,C11892,14054,15907362
3926,C11893,14055,6430770
3927,C11894,14056,443484
3928,C11895,14057,443485
3929,C11896,14058,443486
3930,C11897,14059,443487
3931,C11898,14060,443488
3932,C11900,14062,65366
3933,C11901,14063,5281990
3934,C11902,14064,5281991
3935,C11905,14067,443494
3936,C11906,14068,5360545
3937,C11918,14079,8369
3938,C11924,14085,1256
3939,C11937,14098,443522
3940,C11938,14099,10582
3941,C11939,14100,61130
3942,C11940,14101,86840
3943,C11941,14102,102667
3944,C11942,14103,5281994
3945,C11943,14104,5281995
3946,C11944,14105,5281996
3947,C11951,14112,443529
3948,C11952,14113,70962
3949,C11959,14120,11953974
3950,C11960,14121,11953975
3951,C11967,14128,6858005
3952,C11968,14129,9940924
3953,C11975,14136,11953986
3954,C11976,14137,11953987
3955,C11983,14144,6858006
3956,C11984,14145,11239973
3957,C11985,14146,31864
3958,C11986,14147,443561
3959,C11987,14148,443562
3960,C11988,14149,443563
3961,C11989,14150,193898
3962,C11990,14151,443564
3963,C11991,14152,443565
3964,C11992,14153,443566
3965,C11993,14154,5282031
3966,C11994,14155,5282032
3967,C11995,14156,5282033
3968,C11996,14157,5282034
3969,C11999,14160,5282037
3970,C12011,14169,54704423
3971,C12027,14184,443587
3972,C12039,14194,447865
3973,C12044,14199,6324616
3974,C12045,14200,5282049
3975,C12046,14201,16198036
3976,C12047,14202,11953995
3977,C12048,14203,5282051
3978,C12078,14229,94391
3979,C12081,14232,443614
3980,C12083,14234,5282061
3981,C12095,14243,5282067
3982,C12096,14244,5282068
3983,C12110,14257,3445
3984,C12112,14259,443629
3985,C12123,14270,5282073
3986,C12124,14271,443638
3987,C12125,14272,3764
3988,C12126,14273,
3989,C12127,14274,65084
3990,C12128,14275,443639
3991,C12129,14276,16129641
3992,C12130,14277,11979368
3993,C12131,14278,16129642
3994,C12132,14279,16129643
3995,C12133,14280,11972330
3996,C12134,14281,5282074
3997,C12135,14282,5282075
3998,C12136,14283,72277
3999,C12137,14284,443648
4000,C12138,14285,443650
4001,C12139,14286,443651
4002,C12140,14287,443652
4003,C12141,14288,443654
4004,C12142,14289,14355861
4005,C12144,14291,122121
4006,C12145,14292,
4007,C12153,14300,448799
4008,C12154,14301,448013
4009,C12155,14302,11286230
4010,C12156,14303,11953998
4011,C12162,14309,398937
4012,C12173,14320,9838394
4013,C12176,14322,135438611
4014,C12179,14325,443682
4015,C12203,14349,44229079
4016,C12204,14350,5282094
4017,C12205,14351,5282095
4018,C12206,14352,5282096
4019,C12216,14361,5282099
4020,C12227,14372,2703
4021,C12242,14387,197810
4022,C12246,14391,46173797
4023,C12247,14392,10100825
4024,C12249,14394,5282102
4025,C12269,14414,22880
4026,C12271,14416,5282105
4027,C12282,14426,
4028,C12283,14427,5143
4029,C12286,14430,5282108
4030,C12287,14431,638014
4031,C12295,14439,7778
4032,C12298,582689,9017
4033,C12300,582691,111037
4034,C12301,582692,88693
4035,C12302,582693,82480
4036,C12307,582698,8175
4037,C12308,582699,46173798
4038,C12336,582726,443773
4039,C12337,582727,443774
4040,C12338,582728,392421
4041,C12339,582729,185971
4042,C12340,582730,179169
4043,C12348,582738,
4044,C12349,582739,
4045,C12350,582740,
4046,C12351,582741,
4047,C12352,582742,
4048,C12353,582743,
4049,C12354,582744,
4050,C12355,582745,
4051,C12356,582746,
4052,C12357,582747,
4053,C12358,582748,
4054,C12359,582749,
4055,C12360,582750,
4056,C12361,582751,
4057,C12362,582752,
4058,C12363,582753,
4059,C12364,582754,
4060,C12365,582755,
4061,C12402,582792,443810
4062,C12408,582798,443815
4063,C12411,582801,443818
4064,C12414,582804,197259
4065,C12429,582819,157384
4066,C12430,582820,83845
4067,C12433,582823,443832
4068,C12440,582830,188288
4069,C12448,582838,443844
4070,C12449,582839,443845
4071,C12450,582840,71448901
4072,C12452,582842,103008
4073,C12453,582843,103008
4074,C12472,582862,54691346
4075,C12473,582863,54691347
4076,C12480,582870,54691353
4077,C12525,582915,242332
4078,C12625,583015,5282148
4079,C12626,583016,5282149
4080,C12627,583017,5282150
4081,C12628,583018,5282151
4082,C12629,583019,443901
4083,C12630,583020,5282152
4084,C12631,583021,443902
4085,C12632,583022,5282153
4086,C12633,583023,5282154
4087,C12634,583024,5282155
4088,C12635,583025,5282156
4089,C12638,583028,5282159
4090,C12639,583029,5282160
4091,C12640,583030,5282161
4092,C12641,583031,5282162
4093,C12642,583032,443913
4094,C12643,583033,443915
4095,C12644,583034,443917
4096,C12645,583035,443919
4097,C12646,583036,443921
4098,C12647,583037,25195385
4099,C12656,583046,443928
4100,C12667,583057,5282166
4101,C12668,583058,5282167
4102,C12669,583059,28620
4103,C12724,583113,9270
4104,C12729,583118,9324
4105,C12753,583142,202225
4106,C12796,583185,443953
4107,C12811,583200,235905
4108,C12814,583203,4905
4109,C12816,583205,5284613
4110,C12819,583208,10255
4111,C12859,583248,13791
4112,C12888,583277,16623
4113,C12889,583278,142752
4114,C12891,583280,49787020
4115,C12959,583348,444305
4116,C12962,583351,38283
4117,C13014,583403,6862
4118,C13034,583423,2450
4119,C13037,583426,5857
4120,C13044,583433,10850
4121,C13051,583440,123953
4122,C13077,585141,8225
4123,C13154,585218,6674
4124,C13309,586053,11954010
4125,C13358,586102,636398
4126,C13377,586121,23931
4127,C13409,586151,23931
4128,C13410,586152,656612
4129,C13422,586164,107423
4130,C13431,586173,5282217
4131,C13433,586175,5282218
4132,C13444,586185,222757
4133,C13452,586192,16129878
4134,C13455,586195,5282224
4135,C13456,586196,5282225
4136,C13470,586208,656630
4137,C13494,586222,119584
4138,C13508,586228,
4139,C13523,853892,
4140,C13526,853895,91440
4141,C13550,7846926,121948
4142,C13619,853981,190217
4143,C13624,586242,6623
4144,C13632,586248,5282240
4145,C13639,853983,4374
4146,C13646,586256,1354
4147,C13662,854003,8230
4148,C13665,586258,1574
4149,C13667,586260,3272524
4150,C13668,586261,3721046
4151,C13670,586262,164509
4152,C13672,586264,1221
4153,C13682,586273,31762
4154,C13683,586274,5282247
4155,C13693,586282,3448
4156,C13694,586283,3765
4157,C13702,586291,5282250
4158,C13706,586295,5282251
4159,C13718,586307,969491
4160,C13725,586314,5360545
4161,C13732,586321,5282253
4162,C13747,586336,4687
4163,C13750,586339,56928080
4164,C13757,586343,56947150
4165,C13774,854020,56947150
4166,C13776,854021,3185
4167,C13782,854027,105008
4168,C13787,854032,5282256
4169,C13790,854035,656737
4170,C13791,854036,656738
4171,C13792,854037,5282257
4172,C13793,854038,5282258
4173,C13795,854040,656741
4174,C13798,854043,395943
4175,C13799,854044,656743
4176,C13800,854045,5282259
4177,C13802,854047,5282260
4178,C13806,854051,159548
4179,C13807,854052,5771742
4180,C13808,854053,9548876
4181,C13809,854054,5282263
4182,C13810,854055,5282264
4183,C13812,854057,5283218
4184,C13813,854058,5282266
4185,C13814,854059,5282267
4186,C13816,854061,5282268
4187,C13820,854065,121846
4188,C13821,854066,10889
4189,C13822,854067,5388883
4190,C13823,854068,74409
4191,C13825,854070,656756
4192,C13827,854072,6212
4193,C13828,854073,5282272
4194,C13829,854074,5282273
4195,C13831,854076,14256
4196,C13832,854077,5282274
4197,C13834,854079,12388
4198,C13837,854082,656760
4199,C13838,854083,656761
4200,C13842,854087,5282276
4201,C13843,854088,5282277
4202,C13845,854090,5282278
4203,C13846,854091,31292
4204,C13852,854097,60803
4205,C13854,854099,656773
4206,C13856,854101,5282280
4207,C13857,854102,5282281
4208,C13858,854103,3681
4209,C13859,854104,72733
4210,C13860,854105,5282282
4211,C13861,854106,5282283
4212,C13862,854107,5282284
4213,C13863,854108,12905061
4214,C13864,854109,5282285
4215,C13867,854112,11954016
4216,C13869,854114,656780
4217,C13870,854115,6050
4218,C13871,854116,5282287
4219,C13872,854117,5388885
4220,C13874,854119,5388886
4221,C13875,854120,5282288
4222,C13876,854121,5282289
4223,C13877,854122,5283496
4224,C13878,854123,5282291
4225,C13880,854125,5282292
4226,C13883,854128,5282293
4227,C13885,854130,5282294
4228,C13888,854133,5282295
4229,C13889,854134,5282296
4230,C13890,854135,5282297
4231,C13891,854136,656795
4232,C13892,854137,5282298
4233,C13894,854139,5282299
4234,C13895,854140,5282300
4235,C13896,854141,5388887
4236,C13897,854142,5388888
4237,C13898,854143,5282302
4238,C13900,854145,5282304
4239,C13901,854146,5282306
4240,C13902,854147,5282308
4241,C13903,854148,3984
4242,C13907,854152,9833422
4243,C13908,854153,9877306
4244,C13909,854154,56928081
4245,C13914,854158,5282309
4246,C13915,854159,656816
4247,C13916,854160,5282310
4248,C13918,854162,5282311
4249,C13929,854173,163874
4250,C13937,854181,11954017
4251,C13938,854182,11954018
4252,C13945,854188,259794
4253,C13946,854189,5282314
4254,C13947,854190,656825
4255,C13948,854191,151081
4256,C13949,854192,656826
4257,C13958,854200,5282316
4258,C13974,854215,5978
4259,C14002,854243,3000540
4260,C14039,7846933,6366
4261,C14040,7846934,6849
4262,C14079,854316,73160
4263,C14123,7846938,56928083
4264,C14127,7846941,5282338
4265,C14131,7846945,91469
4266,C14132,7846946,15730
4267,C14135,7846949,7567
4268,C14146,7846958,5282344
4269,C14147,7846959,47866
4270,C14151,7846963,92094
4271,C14152,7846964,8989
4272,C14153,7846965,5282347
4273,C14154,7846966,5282348
4274,C14155,7846967,5282349
4275,C14156,7846968,5282350
4276,C14157,7846969,5282351
4277,C14158,7846970,5282352
4278,C14159,7846971,5282353
4279,C14160,7846972,5282354
4280,C14161,7846973,5460545
4281,C14162,7846974,6321201
4282,C14175,7846987,6781
4283,C14176,7846988,5993
4284,C14184,7846994,16945
4285,C14185,7846995,3589
4286,C14186,7846996,4928
4287,C14210,7847020,136297
4288,C14211,7847021,2347
4289,C14214,7847024,3026
4290,C14222,7847032,9171
4291,C14228,7847038,4130
4292,C14229,7847039,4933
4293,C14233,7847043,5282363
4294,C14240,7847050,7641
4295,C14268,17395268,91724
4296,C14271,17395271,7211
4297,C14275,17395275,8029
4298,C14279,17395279,7362
4299,C14286,17395286,4764
4300,C14288,17395288,7577
4301,C14290,17395290,1890
4302,C14291,17395291,2566
4303,C14292,17395292,3037
4304,C14296,17395296,3033767
